gdhA: HAIN001_00203	HAIN002_00273	HAIN003_00473	HAIN004_00707	HAIN005_01972	HAIN006_01111	HAIN007_00257	HAIN008_00454	HAIN009_00399	HAIN010_00871
asd: HAIN001_00701	HAIN002_00735	HAIN003_01795	HAIN004_01307	HAIN005_01603	HAIN006_00532	HAIN007_00825	HAIN008_01718	HAIN009_01848	HAIN010_00284
pgi: HAIN001_01650	HAIN002_01390	HAIN003_01108	HAIN004_00006	HAIN005_00966	HAIN006_01758	HAIN007_01815	HAIN008_01067	HAIN009_01117	HAIN010_01236
group_1527: HAIN001_00483	HAIN002_00553	HAIN003_00139	HAIN004_01102	HAIN005_01837	HAIN006_00762	HAIN007_00613	HAIN008_00129	HAIN009_00119	HAIN010_00439
glyA: HAIN001_00955	HAIN002_01016	HAIN003_01515	HAIN004_01611	HAIN005_01384	HAIN006_00246	HAIN007_01079	HAIN008_01451	HAIN009_01500	HAIN010_00089
purC: HAIN001_01800	HAIN002_01890	HAIN003_00709	HAIN004_00460	HAIN005_00430	HAIN006_01211	HAIN007_01956	HAIN008_00674	HAIN009_00734	HAIN010_01388
lexA: HAIN001_00812	HAIN002_00879	HAIN003_01670	HAIN004_01459	HAIN005_01516	HAIN006_00387	HAIN007_00937	HAIN008_01602	HAIN009_01655	HAIN010_00184
gph: HAIN001_00593	HAIN002_00662	HAIN003_00028	HAIN004_01219	HAIN005_01724	HAIN006_00650	HAIN007_00720	HAIN008_00019	HAIN009_00019	HAIN010_00209
pilQ: HAIN001_00464	HAIN002_00534	HAIN003_00158	HAIN004_01081	HAIN005_01854	HAIN006_00779	HAIN007_00573	HAIN008_00148	HAIN009_00138	HAIN010_00042
lpxA: HAIN001_01128	HAIN002_01164	HAIN003_01357	HAIN004_01788	HAIN005_01189	HAIN006_01982	HAIN007_01267	HAIN008_01293	HAIN009_01347	HAIN010_00726
ackA: HAIN001_01269	HAIN002_01299	HAIN003_01211	HAIN004_01940	HAIN005_01054	HAIN006_01846	HAIN007_01407	HAIN008_01158	HAIN009_01206	HAIN010_00903
purF: HAIN001_01272	HAIN002_01302	HAIN003_01208	HAIN004_01944	HAIN005_01050	HAIN006_01843	HAIN007_01410	HAIN008_01155	HAIN009_01203	HAIN010_00906
group_496: HAIN001_00518	HAIN002_00588	HAIN003_00104	HAIN004_01141	HAIN005_01801	HAIN006_00723	HAIN007_00648	HAIN008_00094	HAIN009_00084	HAIN010_00149
group_1130: HAIN001_00798	HAIN002_00867	HAIN003_01685	HAIN004_01443	HAIN005_01528	HAIN006_00400	HAIN007_00924	HAIN008_01616	HAIN009_01667	HAIN010_00161
tehB: HAIN001_01339	HAIN002_01761	HAIN003_00847	HAIN004_00311	HAIN005_00627	HAIN006_01357	HAIN007_01474	HAIN008_00803	HAIN009_00858	HAIN010_00967
yigZ: HAIN001_00777	HAIN002_00816	HAIN003_01705	HAIN004_01389	HAIN005_01640	HAIN006_00571	HAIN007_00905	HAIN008_01635	HAIN009_01766	HAIN010_00180
rpoZ: HAIN001_01824	HAIN002_01912	HAIN003_00685	HAIN004_00482	HAIN005_02019	HAIN006_02055	HAIN007_01979	HAIN008_00654	HAIN009_00709	HAIN010_01414
aspS: HAIN001_00345	HAIN002_00419	HAIN003_00283	HAIN004_00884	HAIN005_00265	HAIN006_00969	HAIN007_00461	HAIN008_00266	HAIN009_00254	HAIN010_01767
prfB: HAIN001_01277	HAIN002_01307	HAIN003_01203	HAIN004_01949	HAIN005_01045	HAIN006_01838	HAIN007_01415	HAIN008_01150	HAIN009_01198	HAIN010_00911
group_832: HAIN001_01206	HAIN002_01238	HAIN003_01275	HAIN004_01869	HAIN005_01121	HAIN006_01914	HAIN007_01343	HAIN008_01220	HAIN009_01267	HAIN010_01479
napH: HAIN001_00375	HAIN002_00447	HAIN003_00248	HAIN004_00913	HAIN005_00297	HAIN006_00937	HAIN007_00487	HAIN008_00234	HAIN009_00226	HAIN010_00098
fabZ: HAIN001_01129	HAIN002_01165	HAIN003_01356	HAIN004_01790	HAIN005_01188	HAIN006_01981	HAIN007_01268	HAIN008_01292	HAIN009_01346	HAIN010_00727
kefC: HAIN001_00976	HAIN002_01037	HAIN003_01493	HAIN004_01634	HAIN005_01363	HAIN006_00225	HAIN007_01100	HAIN008_01429	HAIN009_01479	HAIN010_00547
recO: HAIN001_00360	HAIN002_00433	HAIN003_00268	HAIN004_00897	HAIN005_00277	HAIN006_00957	HAIN007_00473	HAIN008_00252	HAIN009_00240	HAIN010_00112
rpsD: HAIN001_00867	HAIN002_00933	HAIN003_01608	HAIN004_01515	HAIN005_01466	HAIN006_00337	HAIN007_00992	HAIN008_01552	HAIN009_01600	HAIN010_00486
atpG: HAIN001_00510	HAIN002_00580	HAIN003_00112	HAIN004_01132	HAIN005_01809	HAIN006_00732	HAIN007_00640	HAIN008_00102	HAIN009_00092	HAIN010_00141
yhbE: HAIN001_00944	HAIN002_01003	HAIN003_01527	HAIN004_01600	HAIN005_01395	HAIN006_00258	HAIN007_01068	HAIN008_01463	HAIN009_01511	HAIN010_00078
accB: HAIN001_01038	HAIN002_01099	HAIN003_01423	HAIN004_01696	HAIN005_01256	HAIN006_00158	HAIN007_01165	HAIN008_01360	HAIN009_01418	HAIN010_00605
grcA: HAIN001_00018	HAIN002_00018	HAIN003_00665	HAIN004_00502	HAIN005_00021	HAIN006_00023	HAIN007_00018	HAIN008_00635	HAIN009_00690	HAIN010_01505
yfcA: HAIN001_00212	HAIN002_00282	HAIN003_00463	HAIN004_00717	HAIN005_01981	HAIN006_01102	HAIN007_00266	HAIN008_00445	HAIN009_00390	HAIN010_00880
murJ: HAIN001_01032	HAIN002_01093	HAIN003_01429	HAIN004_01690	HAIN005_01262	HAIN006_00164	HAIN007_01159	HAIN008_01366	HAIN009_01424	HAIN010_00599
xerC: HAIN001_00732	HAIN002_00769	HAIN003_01745	HAIN004_01338	HAIN005_01681	HAIN006_00607	HAIN007_00856	HAIN008_01670	HAIN009_01813	HAIN010_00419
nanK: HAIN001_00158	HAIN002_00228	HAIN003_00523	HAIN004_00661	HAIN005_01927	HAIN006_01156	HAIN007_00213	HAIN008_00498	HAIN009_00443	HAIN010_00827
group_1: HAIN001_01612	HAIN002_01502	HAIN003_01065	HAIN004_00057	HAIN005_00847	HAIN006_01642	HAIN007_01746	HAIN008_01027	HAIN009_01075	HAIN010_01053
narQ: HAIN001_00292	HAIN002_00357	HAIN003_00343	HAIN004_00826	HAIN005_00212	HAIN006_01022	HAIN007_00345	HAIN008_00321	HAIN009_00316	HAIN010_00005
group_1058: HAIN001_00391	HAIN002_00464	HAIN003_00231	HAIN004_00930	HAIN005_00313	HAIN006_00921	HAIN007_00503	HAIN008_00218	HAIN009_00209	HAIN010_01707
aceE: HAIN001_01298	HAIN002_01795	HAIN003_00806	HAIN004_00358	HAIN005_00590	HAIN006_01315	HAIN007_01436	HAIN008_00767	HAIN009_00824	HAIN010_00934
group_151: HAIN001_00551	HAIN002_00618	HAIN003_00073	HAIN004_01174	HAIN005_01770	HAIN006_00693	HAIN007_00678	HAIN008_00063	HAIN009_00054	HAIN010_00338
atpB: HAIN001_00515	HAIN002_00585	HAIN003_00107	HAIN004_01137	HAIN005_01804	HAIN006_00727	HAIN007_00645	HAIN008_00097	HAIN009_00087	HAIN010_00146
tyrA: HAIN001_01354	HAIN002_01709	HAIN003_00863	HAIN004_00291	HAIN005_00660	HAIN006_01466	HAIN007_01493	HAIN008_00820	HAIN009_00874	HAIN010_01224
purE: HAIN001_01687	HAIN002_01347	HAIN003_01156	HAIN004_01996	HAIN005_01005	HAIN006_01798	HAIN007_01847	HAIN008_01108	HAIN009_01158	HAIN010_01274
purA: HAIN001_01708	HAIN002_01327	HAIN003_01177	HAIN004_01975	HAIN005_01025	HAIN006_01818	HAIN007_01868	HAIN008_01128	HAIN009_01178	HAIN010_01295
group_3898: HAIN001_00719	HAIN002_00756	HAIN003_01773	HAIN004_01327	HAIN005_01695	HAIN006_00620	HAIN007_00843	HAIN008_01698	HAIN009_01826	HAIN010_00306
group_1127: HAIN001_00760	HAIN002_00796	HAIN003_01726	HAIN004_01368	HAIN005_01656	HAIN006_00584	HAIN007_00885	HAIN008_01652	HAIN009_01784	HAIN010_00391
group_1196: HAIN001_01156	HAIN002_01191	HAIN003_01327	HAIN004_01817	HAIN005_01162	HAIN006_01955	HAIN007_01294	HAIN008_01266	HAIN009_01317	HAIN010_00753
holB: HAIN001_00485	HAIN002_00555	HAIN003_00137	HAIN004_01104	HAIN005_01835	HAIN006_00760	HAIN007_00615	HAIN008_00127	HAIN009_00117	HAIN010_00437
lepA: HAIN001_00017	HAIN002_00017	HAIN003_00666	HAIN004_00501	HAIN005_00016	HAIN006_00018	HAIN007_00017	HAIN008_00636	HAIN009_00691	HAIN010_01504
envC: HAIN001_00819	HAIN002_00885	HAIN003_01662	HAIN004_01466	HAIN005_01509	HAIN006_00380	HAIN007_00943	HAIN008_01595	HAIN009_01648	HAIN010_00424
dsbE_2: HAIN001_01162	HAIN002_01197	HAIN003_01321	HAIN004_01824	HAIN005_01156	HAIN006_01949	HAIN007_01300	HAIN008_01260	HAIN009_01311	HAIN010_00759
csrA: HAIN001_00880	HAIN002_00946	HAIN003_01596	HAIN004_01527	HAIN005_01453	HAIN006_00324	HAIN007_01004	HAIN008_01540	HAIN009_01588	HAIN010_00498
rnc: HAIN001_00015	HAIN002_00015	HAIN003_00668	HAIN004_00498	HAIN005_00014	HAIN006_00016	HAIN007_00015	HAIN008_00638	HAIN009_00693	HAIN010_01502
group_1225: HAIN001_01250	HAIN002_01280	HAIN003_01231	HAIN004_01918	HAIN005_01073	HAIN006_01865	HAIN007_01385	HAIN008_01178	HAIN009_01225	HAIN010_01433
ftsX: HAIN001_00835	HAIN002_00901	HAIN003_01645	HAIN004_01482	HAIN005_01493	HAIN006_00364	HAIN007_00959	HAIN008_01579	HAIN009_01632	HAIN010_00455
napC: HAIN001_00377	HAIN002_00449	HAIN003_00246	HAIN004_00915	HAIN005_00299	HAIN006_00935	HAIN007_00489	HAIN008_00232	HAIN009_00224	HAIN010_00096
zipA: HAIN001_01167	HAIN002_01203	HAIN003_01315	HAIN004_01830	HAIN005_01150	HAIN006_01943	HAIN007_01306	HAIN008_01254	HAIN009_01305	HAIN010_00765
rplR: HAIN001_00859	HAIN002_00925	HAIN003_01616	HAIN004_01507	HAIN005_01474	HAIN006_00345	HAIN007_00984	HAIN008_01560	HAIN009_01608	HAIN010_00478
tsaE: HAIN001_00067	HAIN002_00069	HAIN003_00617	HAIN004_00560	HAIN005_00061	HAIN006_00063	HAIN007_00058	HAIN008_00586	HAIN009_00641	HAIN010_01555
group_3802: HAIN001_01192	HAIN002_01225	HAIN003_01288	HAIN004_01856	HAIN005_01134	HAIN006_01927	HAIN007_01330	HAIN008_01233	HAIN009_01280	HAIN010_00789
lysU: HAIN001_01276	HAIN002_01306	HAIN003_01204	HAIN004_01948	HAIN005_01046	HAIN006_01839	HAIN007_01414	HAIN008_01151	HAIN009_01199	HAIN010_00910
rsuA: HAIN001_01308	HAIN002_01786	HAIN003_00817	HAIN004_00349	HAIN005_00599	HAIN006_01324	HAIN007_01445	HAIN008_00776	HAIN009_00833	HAIN010_00943
group_116: HAIN001_01356	HAIN002_01707	HAIN003_00865	HAIN004_00289	HAIN005_00662	HAIN006_01468	HAIN007_01495	HAIN008_00822	HAIN009_00876	HAIN010_01222
citE: HAIN001_00024	HAIN002_00024	HAIN003_00659	HAIN004_00512	HAIN005_00027	HAIN006_00029	HAIN007_00024	HAIN008_00629	HAIN009_00684	HAIN010_01511
yebS: HAIN001_01745	HAIN002_01831	HAIN003_00767	HAIN004_00404	HAIN005_00554	HAIN006_01279	HAIN007_01904	HAIN008_00730	HAIN009_00787	HAIN010_01326
nqrE: HAIN001_00183	HAIN002_00252	HAIN003_00487	HAIN004_00686	HAIN005_01951	HAIN006_01132	HAIN007_00237	HAIN008_00474	HAIN009_00419	HAIN010_00803
rplF: HAIN001_00858	HAIN002_00924	HAIN003_01617	HAIN004_01506	HAIN005_01475	HAIN006_00346	HAIN007_00983	HAIN008_01561	HAIN009_01609	HAIN010_00477
ccmB: HAIN001_01157	HAIN002_01192	HAIN003_01326	HAIN004_01818	HAIN005_01161	HAIN006_01954	HAIN007_01295	HAIN008_01265	HAIN009_01316	HAIN010_00754
aspT: HAIN001_00036	HAIN002_00036	HAIN003_00647	HAIN004_00526	HAIN005_00039	HAIN006_00041	HAIN007_00036	HAIN008_00617	HAIN009_00672	HAIN010_01523
group_478: HAIN001_00307	HAIN002_00372	HAIN003_00327	HAIN004_00842	HAIN005_00227	HAIN006_01006	HAIN007_00422	HAIN008_00305	HAIN009_00300	HAIN010_01804
prmA: HAIN001_01047	HAIN002_01104	HAIN003_01417	HAIN004_01702	HAIN005_01251	HAIN006_00151	HAIN007_01173	HAIN008_01354	HAIN009_01412	HAIN010_00613
group_701: HAIN001_00305	HAIN002_00370	HAIN003_00329	HAIN004_00840	HAIN005_00225	HAIN006_01008	HAIN007_00420	HAIN008_00307	HAIN009_00302	HAIN010_01806
atpD: HAIN001_00509	HAIN002_00579	HAIN003_00113	HAIN004_01131	HAIN005_01810	HAIN006_00733	HAIN007_00639	HAIN008_00103	HAIN009_00093	HAIN010_00140
ispF: HAIN001_00727	HAIN002_00764	HAIN003_01764	HAIN004_01333	HAIN005_01686	HAIN006_00612	HAIN007_00851	HAIN008_01690	HAIN009_01818	HAIN010_00312
group_1311: HAIN001_01734	HAIN002_01820	HAIN003_00779	HAIN004_00384	HAIN005_00565	HAIN006_01290	HAIN007_01893	HAIN008_00742	HAIN009_00798	HAIN010_01315
group_1084: HAIN001_00528	HAIN002_00597	HAIN003_00095	HAIN004_01153	HAIN005_01791	HAIN006_00714	HAIN007_00657	HAIN008_00085	HAIN009_00075	HAIN010_00360
dut: HAIN001_01021	HAIN002_01083	HAIN003_01439	HAIN004_01680	HAIN005_01313	HAIN006_00174	HAIN007_01149	HAIN008_01377	HAIN009_01434	HAIN010_00589
mreD: HAIN001_00040	HAIN002_00040	HAIN003_00643	HAIN004_00530	HAIN005_00043	HAIN006_00045	HAIN007_00040	HAIN008_00613	HAIN009_00668	HAIN010_01527
group_1065: HAIN001_00425	HAIN002_00497	HAIN003_00196	HAIN004_01034	HAIN005_01894	HAIN006_00818	HAIN007_00536	HAIN008_00185	HAIN009_00175	HAIN010_01740
secF: HAIN001_00263	HAIN002_00329	HAIN003_00376	HAIN004_00764	HAIN005_00180	HAIN006_01055	HAIN007_00314	HAIN008_00366	HAIN009_00344	HAIN010_00058
ccmF_1: HAIN001_01002	HAIN002_01064	HAIN003_01458	HAIN004_01660	HAIN005_01330	HAIN006_00193	HAIN007_01130	HAIN008_01396	HAIN009_01453	HAIN010_00572
dcuB: HAIN001_00167	HAIN002_00237	HAIN003_00514	HAIN004_00670	HAIN005_01936	HAIN006_01147	HAIN007_00222	HAIN008_00489	HAIN009_00434	HAIN010_00818
lpxL: HAIN001_01602	HAIN002_01510	HAIN003_01056	HAIN004_00066	HAIN005_00839	HAIN006_01634	HAIN007_01738	HAIN008_01019	HAIN009_01067	HAIN010_01061
tsaC: HAIN001_00711	HAIN002_00747	HAIN003_01782	HAIN004_01320	HAIN005_01591	HAIN006_00520	HAIN007_00836	HAIN008_01706	HAIN009_01833	HAIN010_00297
dtd: HAIN001_00726	HAIN002_00763	HAIN003_01765	HAIN004_01332	HAIN005_01688	HAIN006_00613	HAIN007_00850	HAIN008_01691	HAIN009_01819	HAIN010_00310
hxuB: HAIN001_00288	HAIN002_00353	HAIN003_00347	HAIN004_00821	HAIN005_00208	HAIN006_01026	HAIN007_00341	HAIN008_00325	HAIN009_00320	HAIN010_00009
tbp1: HAIN001_01063	HAIN002_01120	HAIN003_01401	HAIN004_01722	HAIN005_01234	HAIN006_00134	HAIN007_01189	HAIN008_01338	HAIN009_01396	HAIN010_00629
ampG: HAIN001_00379	HAIN002_00451	HAIN003_00244	HAIN004_00917	HAIN005_00301	HAIN006_00933	HAIN007_00491	HAIN008_00230	HAIN009_00222	HAIN010_00094
group_3700: HAIN001_01214	HAIN002_01246	HAIN003_01266	HAIN004_01877	HAIN005_01113	HAIN006_01906	HAIN007_01351	HAIN008_01212	HAIN009_01259	HAIN010_01471
galU: HAIN001_00879	HAIN002_00945	HAIN003_01597	HAIN004_01526	HAIN005_01454	HAIN006_00325	HAIN007_01003	HAIN008_01541	HAIN009_01589	HAIN010_00497
group_1508: HAIN001_00384	HAIN002_00456	HAIN003_00239	HAIN004_00922	HAIN005_00306	HAIN006_00928	HAIN007_00496	HAIN008_00225	HAIN009_00217	HAIN010_00119
lolC: HAIN001_01630	HAIN002_01484	HAIN003_01085	HAIN004_00036	HAIN005_00865	HAIN006_01660	HAIN007_01764	HAIN008_01047	HAIN009_01093	HAIN010_01034
sspB: HAIN001_01513	HAIN002_01579	HAIN003_00980	HAIN004_00212	HAIN005_00757	HAIN006_01534	HAIN007_01699	HAIN008_00932	HAIN009_00949	HAIN010_01184
uspA: HAIN001_00882	HAIN002_00948	HAIN003_01594	HAIN004_01529	HAIN005_01451	HAIN006_00322	HAIN007_01006	HAIN008_01538	HAIN009_01586	HAIN010_00500
nrfA: HAIN001_01136	HAIN002_01171	HAIN003_01349	HAIN004_01796	HAIN005_01182	HAIN006_01975	HAIN007_01274	HAIN008_01286	HAIN009_01340	HAIN010_00733
pepE: HAIN001_00616	HAIN002_00709	HAIN003_00004	HAIN004_01273	HAIN005_01698	HAIN006_00624	HAIN007_00744	HAIN008_01769	HAIN009_01899	HAIN010_00254
lldD: HAIN001_01820	HAIN002_01908	HAIN003_00689	HAIN004_00478	HAIN005_02015	HAIN006_02051	HAIN007_01975	HAIN008_00658	HAIN009_00713	HAIN010_01410
group_510: HAIN001_00670	HAIN002_00689	HAIN003_01828	HAIN004_01248	HAIN005_01632	HAIN006_00563	HAIN007_00796	HAIN008_01749	HAIN009_01879	HAIN010_00235
rsmH: HAIN001_01196	HAIN002_01228	HAIN003_01285	HAIN004_01859	HAIN005_01131	HAIN006_01924	HAIN007_01333	HAIN008_01230	HAIN009_01277	HAIN010_01489
fucP: HAIN001_00651	HAIN002_00836	HAIN003_00413	HAIN004_01409	HAIN005_01560	HAIN006_00432	HAIN007_00777	HAIN008_00403	HAIN009_01699	HAIN010_01598
pheS: HAIN001_01375	HAIN002_01525	HAIN003_01039	HAIN004_00271	HAIN005_00804	HAIN006_01486	HAIN007_01513	HAIN008_00987	HAIN009_00894	HAIN010_01078
group_3865: HAIN001_01305	HAIN002_01789	HAIN003_00813	HAIN004_00352	HAIN005_00596	HAIN006_01321	HAIN007_01442	HAIN008_00773	HAIN009_00830	HAIN010_00940
group_312: HAIN001_00146	HAIN002_00216	HAIN003_00537	HAIN004_00648	HAIN005_01915	HAIN006_01170	HAIN007_00201	HAIN008_00510	HAIN009_00456	HAIN010_01695
glnS: HAIN001_01417	HAIN002_01689	HAIN003_00883	HAIN004_00083	HAIN005_00684	HAIN006_01611	HAIN007_01570	HAIN008_00843	HAIN009_01052	HAIN010_01151
group_215: HAIN001_00228	HAIN002_00299	HAIN003_00442	HAIN004_00735	HAIN005_02000	HAIN006_01085	HAIN007_00283	HAIN008_00428	HAIN009_00373	HAIN010_01571
def: HAIN001_00669	HAIN002_00690	HAIN003_01829	HAIN004_01249	HAIN005_01633	HAIN006_00564	HAIN007_00795	HAIN008_01750	HAIN009_01880	HAIN010_00236
kdsB: HAIN001_00060	HAIN002_00062	HAIN003_00624	HAIN004_00552	HAIN005_00054	HAIN006_00056	HAIN007_00051	HAIN008_00593	HAIN009_00648	HAIN010_01548
group_540: HAIN001_01019	HAIN002_01081	HAIN003_01441	HAIN004_01677	HAIN005_01315	HAIN006_00176	HAIN007_01147	HAIN008_01379	HAIN009_01436	HAIN010_00587
fdnG_2: HAIN001_00007	HAIN002_00007	HAIN003_00677	HAIN004_00490	HAIN005_00007	HAIN006_00008	HAIN007_00007	HAIN008_00646	HAIN009_00701	HAIN010_01494
group_1090: HAIN001_00556	HAIN002_00623	HAIN003_00067	HAIN004_01179	HAIN005_01765	HAIN006_00688	HAIN007_00683	HAIN008_00058	HAIN009_00049	HAIN010_00333
rarA: HAIN001_01663	HAIN002_01376	HAIN003_01126	HAIN004_02026	HAIN005_00978	HAIN006_01771	HAIN007_01825	HAIN008_01082	HAIN009_01129	HAIN010_01247
ygfZ: HAIN001_00496	HAIN002_00567	HAIN003_00125	HAIN004_01116	HAIN005_01823	HAIN006_00746	HAIN007_00626	HAIN008_00116	HAIN009_00105	HAIN010_00136
ftnA_2: HAIN001_01450	HAIN002_01654	HAIN003_00919	HAIN004_00137	HAIN005_00716	HAIN006_01577	HAIN007_01602	HAIN008_00875	HAIN009_01020	HAIN010_01125
cysK: HAIN001_01169	HAIN002_01205	HAIN003_01313	HAIN004_01832	HAIN005_01148	HAIN006_01941	HAIN007_01308	HAIN008_01252	HAIN009_01303	HAIN010_00767
ruvC: HAIN001_00342	HAIN002_00416	HAIN003_00291	HAIN004_00881	HAIN005_00262	HAIN006_00972	HAIN007_00458	HAIN008_00269	HAIN009_00257	HAIN010_01770
tyrR: HAIN001_00439	HAIN002_00511	HAIN003_00182	HAIN004_01050	HAIN005_01880	HAIN006_00804	HAIN007_00550	HAIN008_00171	HAIN009_00161	HAIN010_01754
group_1661: HAIN001_01149	HAIN002_01184	HAIN003_01334	HAIN004_01810	HAIN005_01169	HAIN006_01962	HAIN007_01287	HAIN008_01273	HAIN009_01324	HAIN010_00746
rplJ: HAIN001_00691	HAIN002_00727	HAIN003_01806	HAIN004_01296	HAIN005_01611	HAIN006_00542	HAIN007_00817	HAIN008_01728	HAIN009_01858	HAIN010_00274
pssA: HAIN001_00454	HAIN002_00524	HAIN003_00168	HAIN004_01069	HAIN005_01864	HAIN006_00789	HAIN007_00563	HAIN008_00158	HAIN009_00148	HAIN010_00053
dcuA: HAIN001_00809	HAIN002_00876	HAIN003_01673	HAIN004_01455	HAIN005_01519	HAIN006_00390	HAIN007_00934	HAIN008_01605	HAIN009_01658	HAIN010_00370
galM: HAIN001_00885	HAIN002_00951	HAIN003_01591	HAIN004_01533	HAIN005_01448	HAIN006_00319	HAIN007_01009	HAIN008_01535	HAIN009_01583	HAIN010_00503
gyrB: HAIN001_00595	HAIN002_00664	HAIN003_00026	HAIN004_01221	HAIN005_01722	HAIN006_00648	HAIN007_00722	HAIN008_00017	HAIN009_00017	HAIN010_00211
htpG: HAIN001_00110	HAIN002_00178	HAIN003_00575	HAIN004_00604	HAIN005_00143	HAIN006_00105	HAIN007_00167	HAIN008_00547	HAIN009_00497	HAIN010_01438
group_1018: HAIN001_00109	HAIN002_00177	HAIN003_00576	HAIN004_00603	HAIN005_00142	HAIN006_00104	HAIN007_00166	HAIN008_00548	HAIN009_00498	HAIN010_01439
lst: HAIN001_01773	HAIN002_01863	HAIN003_00734	HAIN004_00436	HAIN005_00508	HAIN006_01235	HAIN007_01932	HAIN008_00698	HAIN009_00759	HAIN010_00975
pnp: HAIN001_00253	HAIN002_00320	HAIN003_00385	HAIN004_00755	HAIN005_00171	HAIN006_01064	HAIN007_00321	HAIN008_00375	HAIN009_00353	HAIN010_00067
ppa: HAIN001_00139	HAIN002_00212	HAIN003_00541	HAIN004_00641	HAIN005_01911	HAIN006_01174	HAIN007_00197	HAIN008_00514	HAIN009_00463	HAIN010_01688
group_1482: HAIN001_00277	HAIN002_00342	HAIN003_00359	HAIN004_00792	HAIN005_00197	HAIN006_01037	HAIN007_00330	HAIN008_00336	HAIN009_00331	HAIN010_00020
group_3727: HAIN001_00950	HAIN002_01009	HAIN003_01521	HAIN004_01606	HAIN005_01389	HAIN006_00252	HAIN007_01074	HAIN008_01457	HAIN009_01505	HAIN010_00084
recJ: HAIN001_01279	HAIN002_01309	HAIN003_01200	HAIN004_01952	HAIN005_01043	HAIN006_01836	HAIN007_01417	HAIN008_01148	HAIN009_01196	HAIN010_00913
infC: HAIN001_01382	HAIN002_01541	HAIN003_01020	HAIN004_00253	HAIN005_00797	HAIN006_01494	HAIN007_01530	HAIN008_00969	HAIN009_00910	HAIN010_01085
group_764: HAIN001_00785	HAIN002_00856	HAIN003_01697	HAIN004_01430	HAIN005_01539	HAIN006_00411	HAIN007_00913	HAIN008_01627	HAIN009_01678	HAIN010_00172
group_377: HAIN001_01222	HAIN002_01254	HAIN003_01258	HAIN004_01887	HAIN005_01101	HAIN006_01891	HAIN007_01359	HAIN008_01204	HAIN009_01251	HAIN010_01463
fabB: HAIN001_01608	HAIN002_01504	HAIN003_01063	HAIN004_00059	HAIN005_00845	HAIN006_01640	HAIN007_01744	HAIN008_01025	HAIN009_01073	HAIN010_01055
corC: HAIN001_00330	HAIN002_00395	HAIN003_00303	HAIN004_00868	HAIN005_00250	HAIN006_00984	HAIN007_00446	HAIN008_00281	HAIN009_00277	HAIN010_01782
rhlB: HAIN001_00958	HAIN002_01019	HAIN003_01512	HAIN004_01614	HAIN005_01381	HAIN006_00243	HAIN007_01082	HAIN008_01448	HAIN009_01497	HAIN010_00092
recX: HAIN001_00627	HAIN002_00700	HAIN003_01840	HAIN004_01260	HAIN005_01581	HAIN006_00507	HAIN007_00755	HAIN008_01761	HAIN009_01889	HAIN010_00246
fabR: HAIN001_00598	HAIN002_00667	HAIN003_00023	HAIN004_01224	HAIN005_01719	HAIN006_00645	HAIN007_00725	HAIN008_00014	HAIN009_00014	HAIN010_00214
sitB: HAIN001_01690	HAIN002_01344	HAIN003_01159	HAIN004_01993	HAIN005_01008	HAIN006_01801	HAIN007_01850	HAIN008_01111	HAIN009_01161	HAIN010_01277
group_1257: HAIN001_01440	HAIN002_01663	HAIN003_00910	HAIN004_00115	HAIN005_00707	HAIN006_01586	HAIN007_01593	HAIN008_00866	HAIN009_01029	HAIN010_01116
yciB: HAIN001_00893	HAIN002_00959	HAIN003_01583	HAIN004_01541	HAIN005_01440	HAIN006_00310	HAIN007_01017	HAIN008_01527	HAIN009_01575	HAIN010_00511
moaC: HAIN001_01749	HAIN002_01835	HAIN003_00763	HAIN004_00410	HAIN005_00550	HAIN006_01275	HAIN007_01908	HAIN008_00726	HAIN009_00783	HAIN010_01330
miaB: HAIN001_00020	HAIN002_00020	HAIN003_00663	HAIN004_00505	HAIN005_00023	HAIN006_00025	HAIN007_00020	HAIN008_00633	HAIN009_00688	HAIN010_01507
sucB: HAIN001_01736	HAIN002_01822	HAIN003_00776	HAIN004_00388	HAIN005_00563	HAIN006_01288	HAIN007_01895	HAIN008_00739	HAIN009_00796	HAIN010_01317
ftsA: HAIN001_01208	HAIN002_01240	HAIN003_01272	HAIN004_01871	HAIN005_01119	HAIN006_01912	HAIN007_01345	HAIN008_01218	HAIN009_01265	HAIN010_01477
cspD: HAIN001_01503	HAIN002_01587	HAIN003_00972	HAIN004_00204	HAIN005_00749	HAIN006_01542	HAIN007_01690	HAIN008_00924	HAIN009_00957	HAIN010_01176
apt: HAIN001_01295	HAIN002_01798	HAIN003_00803	HAIN004_00361	HAIN005_00587	HAIN006_01312	HAIN007_01433	HAIN008_00764	HAIN009_00821	HAIN010_00931
btuD_2: HAIN001_01765	HAIN002_01855	HAIN003_00743	HAIN004_00427	HAIN005_00526	HAIN006_01253	HAIN007_01924	HAIN008_00706	HAIN009_00767	HAIN010_00983
rbfA: HAIN001_01352	HAIN002_01711	HAIN003_00861	HAIN004_00293	HAIN005_00658	HAIN006_01464	HAIN007_01491	HAIN008_00818	HAIN009_00872	HAIN010_01226
infB: HAIN001_01348	HAIN002_01716	HAIN003_00856	HAIN004_00302	HAIN005_00654	HAIN006_01456	HAIN007_01483	HAIN008_00812	HAIN009_00867	HAIN010_01066
